Subject,Year,Race,B,H,HW
3202,1980,Other,0,0,5.995406372
3202,1981,Other,0,0,6.341463363
3202,1982,Other,0,0,5.369046614
3202,1983,Other,0,0,5.916590693
3202,1984,Other,0,0,5.986175882
3202,1985,Other,0,0,6.009615142
3202,1986,Other,0,0,8.953911817
3202,1987,Other,0,0,6.324780867
3207,1980,Other,0,0,5.45233376
3207,1981,Other,0,0,4.884615464
3207,1982,Other,0,0,4.77154424
3207,1983,Other,0,0,4.842785018
3207,1984,Other,0,0,4.874932831
3207,1985,Other,0,0,4.021879227
3207,1986,Other,0,0,4.966887249
3207,1987,Other,0,0,5.027171774
3208,1980,Other,0,0,6.529621461
3208,1981,Other,0,0,6.174957029
3208,1982,Other,0,0,6.502104307
3208,1983,Other,0,0,8.110300172
3208,1984,Other,0,0,9.700262051
3208,1985,Other,0,0,8.60475862
3208,1986,Other,0,0,9.352185022
3208,1987,Other,0,0,9.970033179
3210,1980,Other,0,0,5.190606069
3210,1981,Other,0,0,6.1667835
3210,1982,Other,0,0,5.091736385
3210,1983,Other,0,0,8.61779162
3210,1984,Other,0,0,15.3909279
3210,1985,Other,0,0,10.31565853
3210,1986,Other,0,0,5.068252542
3210,1987,Other,0,0,5.814414509
3215,1980,Other,0,0,5.164014777
3215,1981,Other,0,0,4.82462711
3215,1982,Other,0,0,2.485868857
3215,1983,Other,0,0,3.158338161
3215,1984,Other,0,0,4.501748237
3215,1985,Other,0,0,4.82848209
3215,1986,Other,0,0,4.521140957
3215,1987,Other,0,0,5.358892389
3219,1980,Other,0,0,3.744043699
3219,1981,Other,0,0,2.013465355
3219,1982,Other,0,0,3.614806159
3219,1983,Other,0,0,5.263896989
3219,1984,Other,0,0,4.787183714
3219,1985,Other,0,0,5.522349564
3219,1986,Other,0,0,5.771256103
3219,1987,Other,0,0,5.420788783
3226,1980,Other,0,0,3.343166323
3226,1981,Other,0,0,4.235293867
3226,1982,Other,0,0,1.86989208
3226,1983,Other,0,0,6.425414117
3226,1984,Other,0,0,8.736707458
3226,1985,Other,0,0,9.71472271
3226,1986,Other,0,0,10.70804962
3226,1987,Other,0,0,10.31797805
3235,1980,Other,0,0,3.43230082
3235,1981,Other,0,0,3.725490129
3235,1982,Other,0,0,3.58300461
3235,1983,Other,0,0,4.720920777
3235,1984,Other,0,0,3.626003646
3235,1985,Other,0,0,3.585217814
3235,1986,Other,0,0,4.041911273
3235,1987,Other,0,0,5.859321096
3239,1980,Black,1,0,3.347739466
3239,1981,Black,1,0,3.50877183
3239,1982,Black,1,0,0.764105389
3239,1983,Black,1,0,2.058064903
3239,1984,Black,1,0,1.448255874
3239,1985,Black,1,0,2.761174777
3239,1986,Black,1,0,2.879354926
3239,1987,Black,1,0,5.384131111
3271,1980,Other,0,0,5.145091561
3271,1981,Other,0,0,3.022670202
3271,1982,Other,0,0,4.920678823
3271,1983,Other,0,0,4.893365234
3271,1984,Other,0,0,7.400007814
3271,1985,Other,0,0,5.630630451
3271,1986,Other,0,0,5.390420305
3271,1987,Other,0,0,6.890005138
3275,1980,Other,0,0,4.022526051
3275,1981,Other,0,0,6.172839597
3275,1982,Other,0,0,1.839461071
3275,1983,Other,0,0,4.446255718
3275,1984,Other,0,0,6.094123862
3275,1985,Other,0,0,6.359300363
3275,1986,Other,0,0,7.293520846
3275,1987,Other,0,0,28.30856599
3282,1980,Hispanic,0,1,3.889915173
3282,1981,Hispanic,0,1,3.961538469
3282,1982,Hispanic,0,1,4.699248024
3282,1983,Hispanic,0,1,6.316676335
3282,1984,Hispanic,0,1,8.405056864
3282,1985,Hispanic,0,1,7.796258521
3282,1986,Hispanic,0,1,5.909857381
3282,1987,Hispanic,0,1,11.12634086
3289,1980,Other,0,0,3.427815653
3289,1981,Other,0,0,3.238866266
3289,1982,Other,0,0,4.750888289
3289,1983,Other,0,0,5.109489323
3289,1984,Other,0,0,6.61688894
3289,1985,Other,0,0,7.887265076
3289,1986,Other,0,0,7.959755467
3289,1987,Other,0,0,9.799117847
3290,1980,Other,0,0,3.448971981
3290,1981,Other,0,0,3.693181917
3290,1982,Other,0,0,5.118696826
3290,1983,Other,0,0,4.731325603
3290,1984,Other,0,0,5.945471561
3290,1985,Other,0,0,7.101696541
3290,1986,Other,0,0,8.507185015
3290,1987,Other,0,0,9.18667337
3307,1980,Black,1,0,7.198663837
3307,1981,Black,1,0,10.92436897
3307,1982,Black,1,0,10.55132536
3307,1983,Black,1,0,12.96495436
3307,1984,Black,1,0,13.95411731
3307,1985,Black,1,0,14.0487014
3307,1986,Black,1,0,16.55629301
3307,1987,Black,1,0,16.65645029
3333,1980,Other,0,0,1.682425383
3333,1981,Other,0,0,1.059555556
3333,1982,Other,0,0,3.038077064
3333,1983,Other,0,0,3.261159387
3333,1984,Other,0,0,3.736552055
3333,1985,Other,0,0,3.824579116
3333,1986,Other,0,0,7.696087772
3333,1987,Other,0,0,6.143351502
3353,1980,Other,0,0,3.881384783
3353,1981,Other,0,0,2.947368414
3353,1982,Other,0,0,1.851920403
3353,1983,Other,0,0,2.677497509
3353,1984,Other,0,0,2.163091087
3353,1985,Other,0,0,3.35156605
3353,1986,Other,0,0,7.726270196
3353,1987,Other,0,0,5.201891043
3380,1980,Other,0,0,4.269133035
3380,1981,Other,0,0,4.14328866
3380,1982,Other,0,0,4.784387074
3380,1983,Other,0,0,7.385433195
3380,1984,Other,0,0,5.599868714
3380,1985,Other,0,0,6.176685662
3380,1986,Other,0,0,7.712558834
3380,1987,Other,0,0,6.910770593
3381,1980,Other,0,0,3.411393966
3381,1981,Other,0,0,4.615384698
3381,1982,Other,0,0,5.672790658
3381,1983,Other,0,0,5.705542954
3381,1984,Other,0,0,7.022891306
3381,1985,Other,0,0,8.806884732
3381,1986,Other,0,0,7.216845161
3381,1987,Other,0,0,8.165931607
3389,1980,Other,0,0,4.816813835
3389,1981,Other,0,0,9.187280096
3389,1982,Other,0,0,2.675728546
3389,1983,Other,0,0,3.677214347
3389,1984,Other,0,0,6.328513379
3389,1985,Other,0,0,6.756756485
3389,1986,Other,0,0,10.18848648
3389,1987,Other,0,0,11.75894132
3394,1980,Black,1,0,6.919601076
3394,1981,Black,1,0,7.692306992
3394,1982,Black,1,0,7.229612331
3394,1983,Black,1,0,7.544918285
3394,1984,Black,1,0,8.7412579
3394,1985,Black,1,0,8.121100971
3394,1986,Black,1,0,4.849822856
3394,1987,Black,1,0,3.216882379
3401,1980,Other,0,0,3.254765111
3401,1981,Other,0,0,2.591792657
3401,1982,Other,0,0,4.006463992
3401,1983,Other,0,0,4.344803576
3401,1984,Other,0,0,6.887052187
3401,1985,Other,0,0,7.725402622
3401,1986,Other,0,0,6.578658867
3401,1987,Other,0,0,8.268006097
3414,1980,Other,0,0,3.810814028
3414,1981,Other,0,0,9.099526591
3414,1982,Other,0,0,7.37136969
3414,1983,Other,0,0,7.811027432
3414,1984,Other,0,0,6.512571299
3414,1985,Other,0,0,7.464502446
3414,1986,Other,0,0,7.635717536
3414,1987,Other,0,0,8.98252505
3420,1980,Other,0,0,8.348638285
3420,1981,Other,0,0,1.92307697
3420,1982,Other,0,0,4.866535084
3420,1983,Other,0,0,3.801703359
3420,1984,Other,0,0,6.82910808
3420,1985,Other,0,0,2.14955148
3420,1986,Other,0,0,4.663743843
3420,1987,Other,0,0,7.655561206
3440,1980,Other,0,0,1.291906203
3440,1981,Other,0,0,0.283687947
3440,1982,Other,0,0,4.699248024
3440,1983,Other,0,0,4.912970028
3440,1984,Other,0,0,5.244755312
3440,1985,Other,0,0,4.872661114
3440,1986,Other,0,0,4.935048357
3440,1987,Other,0,0,4.593336676
3461,1980,Other,0,0,3.289798435
3461,1981,Other,0,0,4.820512586
3461,1982,Other,0,0,8.73497458
3461,1983,Other,0,0,6.418956415
3461,1984,Other,0,0,7.662169556
3461,1985,Other,0,0,8.499065667
3461,1986,Other,0,0,8.97587998
3461,1987,Other,0,0,7.979594595
3468,1980,Other,0,0,4.962368629
3468,1981,Other,0,0,3.961596556
3468,1982,Other,0,0,3.851091002
3468,1983,Other,0,0,3.374190788
3468,1984,Other,0,0,3.504256079
3468,1985,Other,0,0,4.506605393
3468,1986,Other,0,0,4.604496514
3468,1987,Other,0,0,5.462222893
3482,1980,Other,0,0,8.420858595
3482,1981,Other,0,0,7.407407454
3482,1982,Other,0,0,8.675534725
3482,1983,Other,0,0,7.245598957
3482,1984,Other,0,0,8.662509402
3482,1985,Other,0,0,9.419269698
3482,1986,Other,0,0,10.18848648
3482,1987,Other,0,0,12.82731769
3495,1980,Other,0,0,5.36078941
3495,1981,Other,0,0,4.639999884
3495,1982,Other,0,0,5.259558323
3495,1983,Other,0,0,5.474452746
3495,1984,Other,0,0,4.421328873
3495,1985,Other,0,0,5.376729388
3495,1986,Other,0,0,4.387709993
3495,1987,Other,0,0,4.697624863
3503,1980,Other,0,0,8.721920318
3503,1981,Other,0,0,8.076922764
3503,1982,Other,0,0,8.385989167
3503,1983,Other,0,0,8.422233974
3503,1984,Other,0,0,8.405056864
3503,1985,Other,0,0,8.121100971
3503,1986,Other,0,0,7.959755467
3503,1987,Other,0,0,7.655561206
3525,1980,Other,0,0,2.539192865
3525,1981,Other,0,0,7.088607665
3525,1982,Other,0,0,5.692803635
3525,1983,Other,0,0,6.536659575
3525,1984,Other,0,0,12.55155151
3525,1985,Other,0,0,31.48034024
3525,1986,Other,0,0,17.50959228
3525,1987,Other,0,0,20.41482959
3526,1980,Other,0,0,5.530973639
3526,1981,Other,0,0,5.00000015
3526,1982,Other,0,0,4.916136603
3526,1983,Other,0,0,4.912970028
3526,1984,Other,0,0,5.430739174
3526,1985,Other,0,0,6.496881381
3526,1986,Other,0,0,6.367804207
3526,1987,Other,0,0,7.043116
3538,1980,Black,1,0,7.871000754
3538,1981,Black,1,0,7.692306992
3538,1982,Black,1,0,9.037015651
3538,1983,Black,1,0,7.895844684
3538,1984,Black,1,0,7.228348989
3538,1985,Black,1,0,6.852371248
3538,1986,Black,1,0,8.58345114
3538,1987,Black,1,0,6.828760472
3563,1980,Other,0,0,5.318244003
3563,1981,Other,0,0,5.00000015
3563,1982,Other,0,0,6.183220997
3563,1983,Other,0,0,6.316676335
3563,1984,Other,0,0,6.901224083
3563,1985,Other,0,0,6.981981726
3563,1986,Other,0,0,6.698762595
3563,1987,Other,0,0,7.398421879
3575,1980,Other,0,0,7.129975406
3575,1981,Other,0,0,7.884615938
3575,1982,Other,0,0,7.591093345
3575,1983,Other,0,0,8.071307483
3575,1984,Other,0,0,8.06885431
3575,1985,Other,0,0,9.095633179
3575,1986,Other,0,0,8.914926212
3575,1987,Other,0,0,8.574228636
3580,1980,Other,0,0,4.234238282
3580,1981,Other,0,0,4.125412417
3580,1982,Other,0,0,5.221386654
3580,1983,Other,0,0,5.439359593
3580,1984,Other,0,0,5.37923611
3580,1985,Other,0,0,5.35602928
3580,1986,Other,0,0,4.400343205
3580,1987,Other,0,0,4.209145066
3581,1980,Other,0,0,3.084296096
3581,1981,Other,0,0,1.25984252
3581,1982,Other,0,0,9.273182184
3581,1983,Other,0,0,8.773160693
3581,1984,Other,0,0,9.211390947
3581,1985,Other,0,0,8.859384638
3581,1986,Other,0,0,11.46204768
3581,1987,Other,0,0,12.31014134
3589,1980,Other,0,0,5.318244003
3589,1981,Other,0,0,7.575757643
3589,1982,Other,0,0,0.614280793
3589,1983,Other,0,0,6.433651261
3589,1984,Other,0,0,6.99300697
3589,1985,Other,0,0,6.496881381
3589,1986,Other,0,0,6.974337751
3589,1987,Other,0,0,7.640250097
3591,1980,Other,0,0,3.061424321
3591,1981,Other,0,0,6.291754426
3591,1982,Other,0,0,6.637688158
3591,1983,Other,0,0,7.080526204
3591,1984,Other,0,0,7.634687204
3591,1985,Other,0,0,8.920866793
3591,1986,Other,0,0,10.01190926
3591,1987,Other,0,0,9.749460055
3598,1980,Other,0,0,5.853253004
3598,1981,Other,0,0,6.057500085
3598,1982,Other,0,0,6.861203175
3598,1983,Other,0,0,7.720381449
3598,1984,Other,0,0,8.414045248
3598,1985,Other,0,0,8.662509402
3598,1986,Other,0,0,9.243250804
3598,1987,Other,0,0,8.42111759
3602,1980,Other,0,0,7.46511824
3602,1981,Other,0,0,7.942163782
3602,1982,Other,0,0,9.598464301
3602,1983,Other,0,0,9.124088004
3602,1984,Other,0,0,9.413663782
3602,1985,Other,0,0,8.005128642
3602,1986,Other,0,0,8.490405473
3602,1987,Other,0,0,8.676302139
3607,1980,Other,0,0,2.477479769
3607,1981,Other,0,0,1.07758621
3607,1982,Other,0,0,1.187178478
3607,1983,Other,0,0,2.580550058
3607,1984,Other,0,0,3.411222763
3607,1985,Other,0,0,1.545663313
3607,1986,Other,0,0,1.894229208
3607,1987,Other,0,0,5.352459405
3621,1980,Other,0,0,4.51993546
3621,1981,Other,0,0,6.243902793
3621,1982,Other,0,0,4.511277947
3621,1983,Other,0,0,5.112329121
3621,1984,Other,0,0,4.688049107
3621,1985,Other,0,0,6.172037562
3621,1986,Other,0,0,5.165274445
3621,1987,Other,0,0,5.414013003
3628,1980,Other,0,0,6.310506955
3628,1981,Other,0,0,5.675675595
3628,1982,Other,0,0,9.894625299
3628,1983,Other,0,0,6.284139427
3628,1984,Other,0,0,10.29792153
3628,1985,Other,0,0,9.86387797
3628,1986,Other,0,0,12.30670497
3628,1987,Other,0,0,11.71596034
3653,1980,Other,0,0,5.315600312
3653,1981,Other,0,0,6.95372198
3653,1982,Other,0,0,7.764678904
3653,1983,Other,0,0,7.465162735
3653,1984,Other,0,0,8.099417185
3653,1985,Other,0,0,7.563534114
3653,1986,Other,0,0,7.210928621
3653,1987,Other,0,0,6.379634391
3706,1980,Other,0,0,5.335650564
3706,1981,Other,0,0,6.00000013
3706,1982,Other,0,0,4.566731564
3706,1983,Other,0,0,5.614823218
3706,1984,Other,0,0,5.199928133
3706,1985,Other,0,0,5.916053974
3706,1986,Other,0,0,5.890218758
3706,1987,Other,0,0,6.124448804
3707,1980,Other,0,0,0.331858404
3707,1981,Other,0,0,6.448362837
3707,1982,Other,0,0,5.722068048
3707,1983,Other,0,0,8.272065889
3707,1984,Other,0,0,8.01282006
3707,1985,Other,0,0,11.04469915
3707,1986,Other,0,0,12.09882706
3707,1987,Other,0,0,15.31112244
3708,1980,Other,0,0,5.368373974
3708,1981,Other,0,0,5.491651064
3708,1982,Other,0,0,5.306058229
3708,1983,Other,0,0,7.5290727
3708,1984,Other,0,0,7.567583577
3708,1985,Other,0,0,8.348492982
3708,1986,Other,0,0,7.497188144
3708,1987,Other,0,0,8.574228636
3743,1980,Other,0,0,3.511729048
3743,1981,Other,0,0,5.565217375
3743,1982,Other,0,0,5.590183513
3743,1983,Other,0,0,5.839416016
3743,1984,Other,0,0,8.563162052
3743,1985,Other,0,0,8.080403232
3743,1986,Other,0,0,8.571377374
3743,1987,Other,0,0,8.675205854
3777,1980,Other,0,0,7.020081408
3777,1981,Other,0,0,7.692306992
3777,1982,Other,0,0,7.897267995
3777,1983,Other,0,0,9.124088004
3777,1984,Other,0,0,8.03691586
3777,1985,Other,0,0,8.121100971
3777,1986,Other,0,0,7.245642145
3777,1987,Other,0,0,7.373787489
3831,1980,Other,0,0,3.232074124
3831,1981,Other,0,0,3.739237191
3831,1982,Other,0,0,4.394620812
3831,1983,Other,0,0,5.021611085
3831,1984,Other,0,0,4.083034425
3831,1985,Other,0,0,4.021879227
3831,1986,Other,0,0,3.638745467
3831,1987,Other,0,0,3.791325259
3844,1980,Other,0,0,4.222452907
3844,1981,Other,0,0,4.112149619
3844,1982,Other,0,0,4.699248024
3844,1983,Other,0,0,5.863981148
3844,1984,Other,0,0,5.849919348
3844,1985,Other,0,0,6.496881381
3844,1986,Other,0,0,5.53046333
3844,1987,Other,0,0,5.004549457
3847,1980,Other,0,0,9.48166869
3847,1981,Other,0,0,10.58823623
3847,1982,Other,0,0,9.77443569
3847,1983,Other,0,0,10.17686732
3847,1984,Other,0,0,10.01882686
3847,1985,Other,0,0,11.04469915
3847,1986,Other,0,0,11.46204768
3847,1987,Other,0,0,11.63645183
3848,1980,Other,0,0,7.3746314
3848,1981,Other,0,0,6.640316499
3848,1982,Other,0,0,6.375039514
3848,1983,Other,0,0,5.055771622
3848,1984,Other,0,0,7.361059671
3848,1985,Other,0,0,4.873725958
3848,1986,Other,0,0,6.353705864
3848,1987,Other,0,0,7.839294072
3882,1980,Other,0,0,1.812196062
3882,1981,Other,0,0,1.726618704
3882,1982,Other,0,0,2.592688658
3882,1983,Other,0,0,2.162746742
3882,1984,Other,0,0,7.601093961
3882,1985,Other,0,0,7.135848492
3882,1986,Other,0,0,6.723367222
3882,1987,Other,0,0,5.23801536
3937,1980,Black,1,0,4.25459509
3937,1981,Black,1,0,3.773584933
3937,1982,Black,1,0,4.590230277
3937,1983,Black,1,0,4.928133579
3937,1984,Black,1,0,11.53232763
3937,1985,Black,1,0,5.674966569
3937,1986,Black,1,0,5.437434769
3937,1987,Black,1,0,7.264052094
4000,1980,Other,0,0,5.009183517
4000,1981,Other,0,0,5.769231024
4000,1982,Other,0,0,5.319903398
4000,1983,Other,0,0,4.211117481
4000,1984,Other,0,0,6.724045315
4000,1985,Other,0,0,4.15374376
4000,1986,Other,0,0,6.073050437
4000,1987,Other,0,0,4.593336676
4004,1980,Other,0,0,7.445540986
4004,1981,Other,0,0,8.846152885
4004,1982,Other,0,0,7.229612331
4004,1983,Other,0,0,7.018529207
4004,1984,Other,0,0,8.06885431
4004,1985,Other,0,0,8.121100971
4004,1986,Other,0,0,7.322974708
4004,1987,Other,0,0,7.655561206
4025,1980,Other,0,0,2.355769235
4025,1981,Other,0,0,3.790523565
4025,1982,Other,0,0,3.688466647
4025,1983,Other,0,0,3.368893896
4025,1984,Other,0,0,3.483106909
4025,1985,Other,0,0,4.319387741
4025,1986,Other,0,0,3.820682485
4025,1987,Other,0,0,7.720517661
4032,1980,Other,0,0,3.724561161
4032,1981,Other,0,0,3.300826393
4032,1982,Other,0,0,2.461884678
4032,1983,Other,0,0,3.506199526
4032,1984,Other,0,0,3.986402326
4032,1985,Other,0,0,5.015932769
4032,1986,Other,0,0,6.479957651
4032,1987,Other,0,0,6.14262213
4046,1980,Other,0,0,4.214074822
4046,1981,Other,0,0,4.672566392
4046,1982,Other,0,0,4.136076819
4046,1983,Other,0,0,5.365466783
4046,1984,Other,0,0,4.010834096
4046,1985,Other,0,0,4.198277252
4046,1986,Other,0,0,4.744894427
4046,1987,Other,0,0,4.413461027
4088,1980,Other,0,0,9.063454472
4088,1981,Other,0,0,11.15241584
4088,1982,Other,0,0,10.12145763
4088,1983,Other,0,0,12.28242542
4088,1984,Other,0,0,13.44809065
4088,1985,Other,0,0,14.88529612
4088,1986,Other,0,0,15.50940685
4088,1987,Other,0,0,14.34555628
4091,1980,Other,0,0,12.98940624
4091,1981,Other,0,0,12.30769089
4091,1982,Other,0,0,13.37478413
4091,1983,Other,0,0,12.98427876
4091,1984,Other,0,0,11.76708004
4091,1985,Other,0,0,13.64345001
4091,1986,Other,0,0,14.09046091
4091,1987,Other,0,0,9.799117847
4122,1980,Other,0,0,5.913113113
4122,1981,Other,0,0,6.66666676
4122,1982,Other,0,0,7.591093345
4122,1983,Other,0,0,8.422233974
4122,1984,Other,0,0,7.732651975
4122,1985,Other,0,0,9.355510148
4122,1986,Other,0,0,8.278146487
4122,1987,Other,0,0,8.574228636
4127,1980,Other,0,0,3.226401042
4127,1981,Other,0,0,6.315789355
4127,1982,Other,0,0,3.193663894
4127,1983,Other,0,0,2.503707394
4127,1984,Other,0,0,2.527175781
4127,1985,Other,0,0,4.287941802
4127,1986,Other,0,0,3.948038582
4127,1987,Other,0,0,4.256491886
4128,1980,Other,0,0,2.700216376
4128,1981,Other,0,0,2.676923042
4128,1982,Other,0,0,3.463007503
4128,1983,Other,0,0,5.958588061
4128,1984,Other,0,0,6.256901162
4128,1985,Other,0,0,4.55877561
4128,1986,Other,0,0,5.094243231
4128,1987,Other,0,0,4.164625371
4159,1980,Other,0,0,5.368015608
4159,1981,Other,0,0,9.875000873
4159,1982,Other,0,0,7.603278026
4159,1983,Other,0,0,5.804588661
4159,1984,Other,0,0,7.411942327
4159,1985,Other,0,0,4.369265126
4159,1986,Other,0,0,10.50687746
4159,1987,Other,0,0,4.008729926
4204,1980,Black,1,0,3.306185733
4204,1981,Black,1,0,4.044489422
4204,1982,Black,1,0,4.562608532
4204,1983,Black,1,0,5.965749536
4204,1984,Black,1,0,3.496503479
4204,1985,Black,1,0,3.69221699
4204,1986,Black,1,0,4.255432539
4204,1987,Black,1,0,3.915631133
4229,1980,Other,0,0,4.303736093
4229,1981,Other,0,0,4.918032838
4229,1982,Other,0,0,4.048582938
4229,1983,Other,0,0,6.176305734
4229,1984,Other,0,0,5.37923611
4229,1985,Other,0,0,4.748248133
4229,1986,Other,0,0,3.820682485
4229,1987,Other,0,0,3.354406769
4258,1980,Other,0,0,8.309541733
4258,1981,Other,0,0,9.652264993
4258,1982,Other,0,0,7.325013369
4258,1983,Other,0,0,8.504218172
4258,1984,Other,0,0,8.7412579
4258,1985,Other,0,0,6.935087368
4258,1986,Other,0,0,4.958033794
4258,1987,Other,0,0,5.536339339
4261,1980,Other,0,0,6.386278637
4261,1981,Other,0,0,6.080759751
4261,1982,Other,0,0,6.506651148
4261,1983,Other,0,0,7.229084906
4261,1984,Other,0,0,7.384682241
4261,1985,Other,0,0,8.924019417
4261,1986,Other,0,0,7.959755467
4261,1987,Other,0,0,4.503634958
4264,1980,Hispanic,0,1,3.419147385
4264,1981,Hispanic,0,1,4.130262323
4264,1982,Hispanic,0,1,2.916523285
4264,1983,Hispanic,0,1,2.27214633
4264,1984,Hispanic,0,1,3.443526087
4264,1985,Hispanic,0,1,3.638253603
4264,1986,Hispanic,0,1,3.897096377
4264,1987,Hispanic,0,1,2.814179739
4278,1980,Other,0,0,6.06326093
4278,1981,Other,0,0,5.961538746
4278,1982,Other,0,0,6.145170915
4278,1983,Other,0,0,6.527232236
4278,1984,Other,0,0,6.05164083
4278,1985,Other,0,0,6.172037562
4278,1986,Other,0,0,4.373359937
4278,1987,Other,0,0,6.050955527
4297,1980,Other,0,0,8.270614467
4297,1981,Other,0,0,9.292928819
4297,1982,Other,0,0,4.634874638
4297,1983,Other,0,0,5.146921487
4297,1984,Other,0,0,5.468627427
4297,1985,Other,0,0,5.04082042
4297,1986,Other,0,0,5.108533128
4297,1987,Other,0,0,5.498785551
4302,1980,Other,0,0,2.892012397
4302,1981,Other,0,0,2.764397793
4302,1982,Other,0,0,3.470213792
4302,1983,Other,0,0,3.220266088
4302,1984,Other,0,0,3.02166973
4302,1985,Other,0,0,1.89189194
4302,1986,Other,0,0,1.839587929
4302,1987,Other,0,0,5.560835848
4321,1980,Hispanic,0,1,5.59175311
4321,1981,Hispanic,0,1,7.254408438
4321,1982,Hispanic,0,1,3.352330054
4321,1983,Hispanic,0,1,4.337450899
4321,1984,Hispanic,0,1,6.034830797
4321,1985,Hispanic,0,1,8.611551879
4321,1986,Hispanic,0,1,7.322974708
4321,1987,Hispanic,0,1,8.880451801
4328,1980,Other,0,0,5.709391881
4328,1981,Other,0,0,3.897801658
4328,1982,Other,0,0,3.632268945
4328,1983,Other,0,0,3.403986396
4328,1984,Other,0,0,3.362022651
4328,1985,Other,0,0,3.107204285
4328,1986,Other,0,0,3.042927451
4328,1987,Other,0,0,3.711146316
4332,1980,Other,0,0,1.501421914
4332,1981,Other,0,0,1.041666668
4332,1982,Other,0,0,2.694305696
4332,1983,Other,0,0,1.669549469
4332,1984,Other,0,0,2.078777401
4332,1985,Other,0,0,3.345578737
4332,1986,Other,0,0,3.820682485
4332,1987,Other,0,0,3.851281068
4335,1980,Other,0,0,4.680054188
4335,1981,Other,0,0,5.384615079
4335,1982,Other,0,0,4.39055948
4335,1983,Other,0,0,3.158338161
4335,1984,Other,0,0,3.133658916
4335,1985,Other,0,0,5.522349564
4335,1986,Other,0,0,5.73102383
4335,1987,Other,0,0,5.512003966
4357,1980,Other,0,0,8.509189183
4357,1981,Other,0,0,7.878788712
4357,1982,Other,0,0,4.084731051
4357,1983,Other,0,0,4.421673059
4357,1984,Other,0,0,4.538730695
4357,1985,Other,0,0,5.035083169
4357,1986,Other,0,0,5.644190027
4357,1987,Other,0,0,6.775986157
4365,1980,Other,0,0,0.965406276
4365,1981,Other,0,0,1.327800835
4365,1982,Other,0,0,3.537679513
4365,1983,Other,0,0,4.702464638
4365,1984,Other,0,0,7.916879651
4365,1985,Other,0,0,4.440365634
4365,1986,Other,0,0,5.901252427
4365,1987,Other,0,0,3.081980602
4380,1980,Other,0,0,6.115980495
4380,1981,Other,0,0,7.038461929
4380,1982,Other,0,0,7.223298687
4380,1983,Other,0,0,8.287898179
4380,1984,Other,0,0,8.998354704
4380,1985,Other,0,0,9.009008502
4380,1986,Other,0,0,6.94669605
4380,1987,Other,0,0,7.102598215
4394,1980,Other,0,0,5.105514066
4394,1981,Other,0,0,8.076922764
4394,1982,Other,0,0,7.502488074
4394,1983,Other,0,0,7.646854347
4394,1984,Other,0,0,8.06885431
4394,1985,Other,0,0,6.03281823
4394,1986,Other,0,0,10.18848648
4394,1987,Other,0,0,4.593336676
4510,1980,Other,0,0,3.687315693
4510,1981,Other,0,0,5.106383256
4510,1982,Other,0,0,5.216556904
4510,1983,Other,0,0,9.537861406
4510,1984,Other,0,0,6.724045315
4510,1985,Other,0,0,5.490818405
4510,1986,Other,0,0,7.599609879
4510,1987,Other,0,0,10.3849341
4559,1980,Other,0,0,3.757774109
4559,1981,Other,0,0,4.266666502
4559,1982,Other,0,0,3.659591318
4559,1983,Other,0,0,4.029565359
4559,1984,Other,0,0,2.732613727
4559,1985,Other,0,0,4.444627748
4559,1986,Other,0,0,4.801324242
4559,1987,Other,0,0,4.948823261
4563,1980,Other,0,0,2.436552163
4563,1981,Other,0,0,2.527075763
4563,1982,Other,0,0,3.010053694
4563,1983,Other,0,0,2.851598108
4563,1984,Other,0,0,5.815390521
4563,1985,Other,0,0,3.70668471
4563,1986,Other,0,0,5.298013473
4563,1987,Other,0,0,5.538631935
4569,1980,Other,0,0,9.650594409
4569,1981,Other,0,0,8.374614443
4569,1982,Other,0,0,7.952573814
4569,1983,Other,0,0,7.720381449
4569,1984,Other,0,0,10.66732016
4569,1985,Other,0,0,8.407024945
4569,1986,Other,0,0,7.641364984
4569,1987,Other,0,0,7.655561206
4603,1980,Other,0,0,7.808433687
4603,1981,Other,0,0,7.37327152
4603,1982,Other,0,0,7.68146293
4603,1983,Other,0,0,8.794301679
4603,1984,Other,0,0,7.302957929
4603,1985,Other,0,0,6.83401068
4603,1986,Other,0,0,7.654449722
4603,1987,Other,0,0,6.384750122
4607,1980,Other,0,0,0.498566629
4607,1981,Other,0,0,5.578800314
4607,1982,Other,0,0,6.084575282
4607,1983,Other,0,0,3.443051992
4607,1984,Other,0,0,6.288675534
4607,1985,Other,0,0,5.031627638
4607,1986,Other,0,0,4.869497581
4607,1987,Other,0,0,7.017164724
4633,1980,Other,0,0,5.809337454
4633,1981,Other,0,0,4.150943557
4633,1982,Other,0,0,4.249908727
4633,1983,Other,0,0,4.698380924
4633,1984,Other,0,0,4.679832705
4633,1985,Other,0,0,4.545830064
4633,1986,Other,0,0,4.567252582
4633,1987,Other,0,0,12.92688183
4676,1980,Other,0,0,1.889316326
4676,1981,Other,0,0,2.367941681
4676,1982,Other,0,0,2.898402581
4676,1983,Other,0,0,3.860190717
4676,1984,Other,0,0,4.447165881
4676,1985,Other,0,0,4.64062939
4676,1986,Other,0,0,5.654900349
4676,1987,Other,0,0,6.535792349
4701,1980,Other,0,0,4.931642078
4701,1981,Other,0,0,6.007752069
4701,1982,Other,0,0,6.145170915
4701,1983,Other,0,0,8.305515033
